PassengerId,Survived,Name,Age,SibSp,Parch,Ticket,Fare,Sex_male,Embarked_Q,Embarked_S,Pclass_ord,Age_scaled,Fare_scaled,FamilySize,Fare_per_person,Age_x_Pclass,Fare_log,AgeGroup
302,1,"McCoy, Mr. Bernard",29.69911764705882,2,0,367226,23.25,True,True,False,1,0.004598503757557758,-0.18029017645086096,3,7.75,89.09735294117647,3.188416617383492,Adult
303,0,"Johnson, Mr. William Cahoone Jr",19.0,0,0,LINE,0.0,True,False,True,1,-0.830394639822881,-0.6484216535389205,1,0.0,57.0,0.0,Adult
304,1,"Keane, Miss. Nora A",29.69911764705882,0,0,226593,12.35,False,True,False,2,0.004598503757557758,-0.3997582667846179,1,12.35,59.39823529411764,2.5915163848462583,Adult
305,0,"Williams, Mr. Howard Hugh ""Harry""",29.69911764705882,0,0,A/5 2466,8.05,True,False,True,1,0.004598503757557758,-0.4863374216869257,1,8.05,89.09735294117647,2.2027647577118348,Adult
306,1,"Allison, Master. Hudson Trevor",0.92,1,2,113781,151.55,True,False,True,3,-2.2414152990904608,2.4029901895877646,4,37.8875,0.92,5.027492411162679,Child
307,1,"Fleming, Miss. Margaret",29.69911764705882,0,0,17421,110.8833,False,False,False,3,0.004598503757557758,1.5841789061771412,1,110.8833,29.69911764705882,4.717456363787216,Adult
308,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17.0,1,0,PC 17758,108.9,False,False,False,3,-0.9864809959365514,1.5442457810799908,2,54.45,17.0,4.699570861409576,Teen
309,0,"Abelson, Mr. Samuel",30.0,1,0,P/PP 3381,24.0,True,False,False,2,0.028080318802305784,-0.16518916106092355,2,12.0,60.0,3.2188758248682006,Adult
310,1,"Francatelli, Miss. Laura Mabel",30.0,0,0,PC 17485,56.9292,False,False,False,3,0.028080318802305784,0.49782998024351216,1,56.9292,30.0,4.0592215752427645,Adult
311,1,"Hays, Miss. Margaret Bechstein",24.0,0,0,11767,83.1583,False,False,False,3,-0.44017874953870517,1.0259447039291216,1,83.1583,24.0,4.432699549165613,Adult
312,1,"Ryerson, Miss. Emily Borie",18.0,2,2,PC 17608,262.375,False,False,False,3,-0.9084378178797161,4.634416897040849,5,52.475,18.0,5.5735788721243535,Teen
313,0,"Lahtinen, Mrs. William (Anna Sylfven)",26.0,1,1,250651,26.0,False,False,True,2,-0.28409239342503484,-0.12491978668775715,3,8.666666666666666,52.0,3.295836866004329,Adult
314,0,"Hendekovic, Mr. Ignjac",28.0,0,0,349243,7.8958,True,False,True,1,-0.12800603731136453,-0.4894421904510968,1,7.8958,84.0,2.1855792552411137,Adult
315,0,"Hart, Mr. Benjamin",43.0,1,1,F.C.C. 13529,26.25,True,False,True,2,1.0426416335411628,-0.11988611489111134,3,8.75,86.0,3.305053521109253,Middle
316,1,"Nilsson, Miss. Helmina Josefina",26.0,0,0,347470,7.8542,False,False,True,1,-0.28409239342503484,-0.4902797934380587,1,7.8542,78.0,2.180891922715322,Adult
317,1,"Kantor, Mrs. Sinai (Miriam Sternin)",24.0,1,0,244367,26.0,False,False,True,2,-0.44017874953870517,-0.12491978668775715,2,13.0,48.0,3.295836866004329,Adult
318,0,"Moraweck, Dr. Ernest",54.0,0,0,29011,14.0,True,False,True,2,1.9011165921663498,-0.36653603292675563,1,14.0,108.0,2.70805020110221,Middle
319,1,"Wick, Miss. Mary Natalie",31.0,0,2,36928,164.8667,False,False,True,3,0.10612349685914095,2.671117778445337,3,54.95556666666667,31.0,5.11118445372147,Adult
320,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,1,1,16966,134.5,False,False,False,3,0.8085120993706574,2.059693773056521,3,44.833333333333336,40.0,4.908971640319756,Adult
321,0,"Dennis, Mr. Samuel",22.0,0,0,A/5 21172,7.25,True,False,True,1,-0.5962651056523756,-0.5024451714361923,1,7.25,66.0,2.1102132003465894,Adult
322,0,"Danoff, Mr. Yoto",27.0,0,0,349219,7.8958,True,False,True,1,-0.2060492153681997,-0.4894421904510968,1,7.8958,81.0,2.1855792552411137,Adult
323,1,"Slayter, Miss. Hilda Mary",30.0,0,0,234818,12.35,False,True,False,2,0.028080318802305784,-0.3997582667846179,1,12.35,60.0,2.5915163848462583,Adult
324,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22.0,1,1,248738,29.0,False,False,True,2,-0.5962651056523756,-0.06451572512800753,3,9.666666666666666,44.0,3.4011973816621555,Adult
325,0,"Sage, Mr. George John Jr",29.69911764705882,8,2,CA. 2343,69.55,True,False,True,1,0.004598503757557758,0.7519458402879414,11,6.322727272727272,89.09735294117647,4.256321678298823,Adult
326,1,"Young, Miss. Marie Grice",36.0,0,0,PC 17760,135.6333,False,False,False,3,0.49633938714331677,2.0825124140450755,1,135.6333,36.0,4.91730069488021,Adult
327,0,"Nysveen, Mr. Johan Hansen",61.0,0,0,345364,6.2375,True,False,True,1,2.4474188385641957,-0.5228315422126077,1,6.2375,183.0,1.9792758428991135,Senior
328,1,"Ball, Mrs. (Ada E Hall)",36.0,0,0,28551,13.0,False,False,True,2,0.49633938714331677,-0.3866707201133388,1,13.0,72.0,2.6390573296152584,Adult
329,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,1,1,363291,20.525,False,False,True,1,0.10612349685914095,-0.2351571990343002,3,6.841666666666666,93.0,3.0692150503137943,Adult
330,1,"Hippach, Miss. Jean Gertrude",16.0,0,1,111361,57.9792,False,False,False,3,-1.0645241739933864,0.5189714017894245,2,28.9896,16.0,4.077184839375167,Teen
331,1,"McCoy, Miss. Agnes",29.69911764705882,2,0,367226,23.25,False,True,False,1,0.004598503757557758,-0.18029017645086096,3,7.75,89.09735294117647,3.188416617383492,Adult
332,0,"Partner, Mr. Austen",45.5,0,0,113043,28.5,True,False,True,3,1.2377495786832509,-0.07458306872129913,1,28.5,45.5,3.3843902633457743,Middle
333,0,"Graham, Mr. George Edward",38.0,0,1,PC 17582,153.4625,True,False,True,3,0.6524257432569871,2.441497778832105,2,76.73125,38.0,5.039951348430309,Adult
334,0,"Vander Planke, Mr. Leo Edmondus",16.0,2,0,345764,18.0,True,False,True,1,-1.0645241739933864,-0.2859972841804228,3,6.0,48.0,2.9444389791664403,Teen
335,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",29.69911764705882,1,0,PC 17611,133.65,False,False,True,3,0.004598503757557758,2.042579288947925,2,66.825,29.69911764705882,4.902678819257608,Adult
336,0,"Denkoff, Mr. Mitto",29.69911764705882,0,0,349225,7.8958,True,False,True,1,0.004598503757557758,-0.4894421904510968,1,7.8958,89.09735294117647,2.1855792552411137,Adult
337,0,"Pears, Mr. Thomas Clinton",29.0,1,0,113776,66.6,True,False,True,3,-0.049962859254529375,0.6925485130875209,2,33.3,29.0,4.213607983048918,Adult
338,1,"Burns, Miss. Elizabeth Margaret",41.0,0,0,16966,134.5,False,False,False,3,0.8865552774274925,2.059693773056521,1,134.5,41.0,4.908971640319756,Middle
339,1,"Dahl, Mr. Karl Edwart",45.0,0,0,7598,8.05,True,False,True,1,1.1987279896548333,-0.4863374216869257,1,8.05,135.0,2.2027647577118348,Middle
340,0,"Blackwell, Mr. Stephen Weart",45.0,0,0,113784,35.5,True,False,True,3,1.1987279896548333,0.06635974158478332,1,35.5,45.0,3.597312260588446,Middle
341,1,"Navratil, Master. Edmond Roger",2.0,1,1,230080,26.0,True,False,True,2,-2.1571286667890788,-0.12491978668775715,3,8.666666666666666,4.0,3.295836866004329,Child
342,1,"Fortune, Miss. Alice Elizabeth",24.0,3,2,19950,263.0,False,False,True,3,-0.44017874953870517,4.647001076532463,6,43.833333333333336,24.0,5.575949103146316,Adult
343,0,"Collander, Mr. Erik Gustaf",28.0,0,0,248740,13.0,True,False,True,2,-0.12800603731136453,-0.3866707201133388,1,13.0,56.0,2.6390573296152584,Adult
344,0,"Sedgwick, Mr. Charles Frederick Waddington",25.0,0,0,244361,13.0,True,False,True,2,-0.36213557148187003,-0.3866707201133388,1,13.0,50.0,2.6390573296152584,Adult
345,0,"Fox, Mr. Stanley Hubert",36.0,0,0,229236,13.0,True,False,True,2,0.49633938714331677,-0.3866707201133388,1,13.0,72.0,2.6390573296152584,Adult
346,1,"Brown, Miss. Amelia ""Mildred""",24.0,0,0,248733,13.0,False,False,True,2,-0.44017874953870517,-0.3866707201133388,1,13.0,48.0,2.6390573296152584,Adult
347,1,"Smith, Miss. Marion Elsie",40.0,0,0,31418,13.0,False,False,True,2,0.8085120993706574,-0.3866707201133388,1,13.0,80.0,2.6390573296152584,Adult
348,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",29.69911764705882,1,0,386525,16.1,False,False,True,1,0.004598503757557758,-0.32425318983493084,2,8.05,89.09735294117647,2.8390784635086144,Adult
349,1,"Coutts, Master. William Loch ""William""",3.0,1,1,C.A. 37671,15.9,True,False,True,1,-2.0790854887322436,-0.32828012727224753,3,5.3,9.0,2.8273136219290276,Child
350,0,"Dimic, Mr. Jovan",42.0,0,0,315088,8.6625,True,False,True,1,0.9645984554843278,-0.47400492578514347,1,8.6625,126.0,2.2682524139135403,Middle
351,0,"Odahl, Mr. Nils Martin",23.0,0,0,7267,9.225,True,False,True,1,-0.5182219275955403,-0.4626791642426904,1,9.225,69.0,2.3248357019288655,Adult
352,0,"Williams-Lambert, Mr. Fletcher Fellows",29.69911764705882,0,0,113510,35.0,True,False,True,3,0.004598503757557758,0.05629239799149171,1,35.0,29.69911764705882,3.58351893845611,Adult
353,0,"Elias, Mr. Tannous",15.0,1,1,2695,7.2292,True,False,False,1,-1.1425673520502218,-0.5028639729296732,3,2.409733333333333,45.0,2.1076888046179385,Teen
354,0,"Arnold-Franchi, Mr. Josef",25.0,1,0,349237,17.8,True,False,True,1,-0.36213557148187003,-0.29002422161773944,2,8.9,75.0,2.9338568698359038,Adult
355,0,"Yousif, Mr. Wazli",29.69911764705882,0,0,2647,7.225,True,False,False,1,0.004598503757557758,-0.5029485386158568,1,7.225,89.09735294117647,2.1071782966514356,Adult
356,0,"Vanden Steen, Mr. Leo Peter",28.0,0,0,345783,9.5,True,False,True,1,-0.12800603731136453,-0.45714212526638004,1,9.5,84.0,2.3513752571634776,Adult
357,1,"Bowerman, Miss. Elsie Edith",22.0,0,1,113505,55.0,False,False,True,3,-0.5962651056523756,0.4589861417231558,2,27.5,22.0,4.02535169073515,Adult
358,0,"Funk, Miss. Annie Clemmer",38.0,0,0,237671,13.0,False,False,True,2,0.6524257432569871,-0.3866707201133388,1,13.0,76.0,2.6390573296152584,Adult
359,1,"McGovern, Miss. Mary",29.69911764705882,0,0,330931,7.8792,False,True,False,1,0.004598503757557758,-0.48977642625839407,1,7.8792,89.09735294117647,2.1837114628556327,Adult
360,1,"Mockler, Miss. Helen Mary ""Ellie""",29.69911764705882,0,0,330980,7.8792,False,True,False,1,0.004598503757557758,-0.48977642625839407,1,7.8792,89.09735294117647,2.1837114628556327,Adult
361,0,"Skoog, Mr. Wilhelm",40.0,1,4,347088,27.9,True,False,True,1,0.8085120993706574,-0.08666388103324908,6,4.6499999999999995,120.0,3.3638415951183864,Adult
362,0,"del Carlo, Mr. Sebastiano",29.0,1,0,SC/PARIS 2167,27.7208,True,False,False,2,-0.049962859254529375,-0.09027201697708476,2,13.8604,58.0,3.357621598945279,Adult
363,0,"Barbara, Mrs. (Catherine David)",45.0,0,1,2691,14.4542,False,False,False,1,1.1987279896548333,-0.3573908580066095,2,7.2271,135.0,2.737880811060884,Middle
364,0,"Asim, Mr. Adola",35.0,0,0,SOTON/O.Q. 3101310,7.05,True,False,True,1,0.4182962090864816,-0.5064721088735089,1,7.05,105.0,2.0856720914304723,Adult
365,0,"O'Brien, Mr. Thomas",29.69911764705882,1,0,370365,15.5,True,True,False,1,0.004598503757557758,-0.3363340021468808,2,7.75,89.09735294117647,2.803360380906535,Adult
366,0,"Adahl, Mr. Mauritz Nils Martin",30.0,0,0,C 7076,7.25,True,False,True,1,0.028080318802305784,-0.5024451714361923,1,7.25,90.0,2.1102132003465894,Adult
367,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60.0,1,0,110813,75.25,False,False,False,3,2.3693756605073606,0.8667135572514657,2,37.625,60.0,4.334017415487521,Middle
368,1,"Moussa, Mrs. (Mantoura Boulos)",29.69911764705882,0,0,2626,7.2292,False,False,False,1,0.004598503757557758,-0.5028639729296732,1,7.2292,89.09735294117647,2.1076888046179385,Adult
369,1,"Jermyn, Miss. Annie",29.69911764705882,0,0,14313,7.75,False,True,False,1,0.004598503757557758,-0.49237782784290063,1,7.75,89.09735294117647,2.169053700369523,Adult
370,1,"Aubart, Mme. Leontine Pauline",24.0,0,0,PC 17477,69.3,False,False,False,3,-0.44017874953870517,0.7469121684912956,1,69.3,24.0,4.252771798816619,Adult
371,1,"Harder, Mr. George Achilles",25.0,1,0,11765,55.4417,True,False,False,3,-0.36213557148187003,0.4678796330534696,2,27.72085,25.0,4.0332082470129285,Adult
372,0,"Wiklund, Mr. Jakob Alfred",18.0,1,0,3101267,6.4958,True,False,True,1,-0.9084378178797161,-0.5176307525123133,2,3.2479,54.0,2.0143428636837015,Teen
373,0,"Beavan, Mr. William Thomas",19.0,0,0,323951,8.05,True,False,True,1,-0.830394639822881,-0.4863374216869257,1,8.05,57.0,2.2027647577118348,Adult
374,0,"Ringhini, Mr. Sante",22.0,0,0,PC 17760,135.6333,True,False,False,3,-0.5962651056523756,2.0825124140450755,1,135.6333,22.0,4.91730069488021,Adult
375,0,"Palsson, Miss. Stina Viola",3.0,3,1,349909,21.075,False,False,True,1,-2.0790854887322436,-0.22408312108167944,5,4.215,9.0,3.0944457464900235,Child
376,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",29.69911764705882,1,0,PC 17604,82.1708,False,False,False,3,0.004598503757557758,1.0060617003323709,2,41.0854,29.69911764705882,4.420896324687287,Adult
377,1,"Landergren, Miss. Aurora Adelia",22.0,0,0,C 7077,7.25,False,False,True,1,-0.5962651056523756,-0.5024451714361923,1,7.25,66.0,2.1102132003465894,Adult
378,0,"Widener, Mr. Harry Elkins",27.0,0,2,113503,211.5,True,False,False,3,-0.2060492153681997,3.610064686423428,3,70.5,27.0,5.358941988364472,Adult
379,0,"Betros, Mr. Tannous",20.0,0,0,2648,4.0125,True,False,False,1,-0.7523514617660458,-0.5676312212027554,1,4.0125,60.0,1.6119347926326877,Adult
380,0,"Gustafsson, Mr. Karl Gideon",19.0,0,0,347069,7.775,True,False,True,1,-0.830394639822881,-0.4918744606632361,1,7.775,57.0,2.1719067693519296,Adult
381,1,"Bidois, Miss. Rosalie",42.0,0,0,PC 17757,227.525,False,False,False,3,0.9645984554843278,3.9327230485884233,1,227.525,42.0,5.4316456135398825,Middle
382,1,"Nakid, Miss. Maria (""Mary"")",1.0,0,2,2653,15.7417,False,False,False,1,-2.235171844845914,-0.33146744825388363,3,5.247233333333333,3.0,2.817902613071225,Child
383,0,"Tikkanen, Mr. Juho",32.0,0,0,STON/O 2. 3101293,7.925,True,False,True,1,0.1841666749159761,-0.4888542575852486,1,7.925,96.0,2.188856327665703,Adult
384,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35.0,1,0,113789,52.0,False,False,True,3,0.4182962090864816,0.39858208016340624,2,26.0,35.0,3.970291913552122,Adult
385,0,"Plotcharsky, Mr. Vasil",29.69911764705882,0,0,349227,7.8958,True,False,True,1,0.004598503757557758,-0.4894421904510968,1,7.8958,89.09735294117647,2.1855792552411137,Adult
386,0,"Davies, Mr. Charles Henry",18.0,0,0,S.O.C. 14879,73.5,True,False,True,2,-0.9084378178797161,0.8314778546749452,1,73.5,36.0,4.310799125385514,Teen
387,0,"Goodwin, Master. Sidney Leonard",1.0,5,2,CA 2144,46.9,True,False,True,1,-2.235171844845914,0.2958951755118318,8,5.8625,3.0,3.8691155044168695,Child
388,1,"Buss, Miss. Kate",36.0,0,0,27849,13.0,False,False,True,2,0.49633938714331677,-0.3866707201133388,1,13.0,72.0,2.6390573296152584,Adult
389,0,"Sadlier, Mr. Matthew",29.69911764705882,0,0,367655,7.7292,True,True,False,1,0.004598503757557758,-0.49279662933638163,1,7.7292,89.09735294117647,2.1666737276227077,Adult
390,1,"Lehmann, Miss. Bertha",17.0,0,0,SC 1748,12.0,False,False,False,2,-0.9864809959365514,-0.40680540729992204,1,12.0,34.0,2.5649493574615367,Teen
391,1,"Carter, Mr. William Ernest",36.0,1,2,113760,120.0,True,False,True,3,0.49633938714331677,1.7677408088510642,4,30.0,36.0,4.795790545596741,Adult
392,1,"Jansson, Mr. Carl Olof",21.0,0,0,350034,7.7958,True,False,True,1,-0.6743082837092107,-0.49145565916975514,1,7.7958,63.0,2.174274334826008,Adult
393,0,"Gustafsson, Mr. Johan Birger",28.0,2,0,3101277,7.925,True,False,True,1,-0.12800603731136453,-0.4888542575852486,3,2.6416666666666666,84.0,2.188856327665703,Adult
394,1,"Newell, Miss. Marjorie",23.0,1,0,35273,113.275,False,False,False,3,-0.5182219275955403,1.6323350375212924,2,56.6375,23.0,4.738607824217808,Adult
395,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24.0,0,2,PP 9549,16.7,False,False,True,1,-0.44017874953870517,-0.312172377522981,3,5.566666666666666,72.0,2.8735646395797834,Adult
396,0,"Johansson, Mr. Erik",22.0,0,0,350052,7.7958,True,False,True,1,-0.5962651056523756,-0.49145565916975514,1,7.7958,66.0,2.174274334826008,Adult
397,0,"Olsson, Miss. Elina",31.0,0,0,350407,7.8542,False,False,True,1,0.10612349685914095,-0.4902797934380587,1,7.8542,93.0,2.180891922715322,Adult
398,0,"McKane, Mr. Peter David",46.0,0,0,28403,26.0,True,False,True,2,1.2767711677116684,-0.12491978668775715,1,26.0,92.0,3.295836866004329,Middle
399,0,"Pain, Dr. Alfred",23.0,0,0,244278,10.5,True,False,True,2,-0.5182219275955403,-0.43700743807979686,1,10.5,46.0,2.4423470353692043,Adult
400,1,"Trout, Mrs. William H (Jessie L)",28.0,0,0,240929,12.65,False,False,True,2,-0.12800603731136453,-0.393717860628643,1,12.65,56.0,2.613739521630969,Adult
401,1,"Niskanen, Mr. Juha",39.0,0,0,STON/O 2. 3101289,7.925,True,False,True,1,0.7304689213138222,-0.4888542575852486,1,7.925,117.0,2.188856327665703,Adult
402,0,"Adams, Mr. John",26.0,0,0,341826,8.05,True,False,True,1,-0.28409239342503484,-0.4863374216869257,1,8.05,78.0,2.2027647577118348,Adult
403,0,"Jussila, Miss. Mari Aina",21.0,1,0,4137,9.825,False,False,True,1,-0.6743082837092107,-0.4505983519307405,2,4.9125,63.0,2.3818582738885534,Adult
404,0,"Hakkarainen, Mr. Pekka Pietari",28.0,1,0,STON/O2. 3101279,15.85,True,False,True,1,-0.12800603731136453,-0.32928686163157667,2,7.925,84.0,2.8243506567983707,Adult
405,0,"Oreskovic, Miss. Marija",20.0,0,0,315096,8.6625,False,False,True,1,-0.7523514617660458,-0.47400492578514347,1,8.6625,60.0,2.2682524139135403,Adult
406,0,"Gale, Mr. Shadrach",34.0,1,0,28664,21.0,True,False,True,2,0.34025303102964644,-0.22559322262067316,2,10.5,68.0,3.091042453358316,Adult
407,0,"Widegren, Mr. Carl/Charles Peter",51.0,0,0,347064,7.75,True,False,True,1,1.6669870579958441,-0.49237782784290063,1,7.75,153.0,2.169053700369523,Middle
408,1,"Richards, Master. William Rowe",3.0,1,1,29106,18.75,True,False,True,2,-2.0790854887322436,-0.2708962687904854,3,6.25,6.0,2.9831534913471307,Child
409,0,"Birkeland, Mr. Hans Martin Monsen",21.0,0,0,312992,7.775,True,False,True,1,-0.6743082837092107,-0.4918744606632361,1,7.775,63.0,2.1719067693519296,Adult
410,0,"Lefebre, Miss. Ida",29.69911764705882,3,1,4133,25.4667,False,False,True,1,0.004598503757557758,-0.13565761536436197,5,5.0933399999999995,89.09735294117647,3.275887339030031,Adult
411,0,"Sdycoff, Mr. Todor",29.69911764705882,0,0,349222,7.8958,True,False,True,1,0.004598503757557758,-0.4894421904510968,1,7.8958,89.09735294117647,2.1855792552411137,Adult
412,0,"Hart, Mr. Henry",29.69911764705882,0,0,394140,6.8583,True,True,False,1,0.004598503757557758,-0.5103319284071769,1,6.8583,89.09735294117647,2.061570298060867,Adult
413,1,"Minahan, Miss. Daisy E",33.0,1,0,19928,90.0,False,True,False,3,0.2622098529728113,1.163700193253568,2,45.0,33.0,4.51085950651685,Adult
414,0,"Cunningham, Mr. Alfred Fleming",29.69911764705882,0,0,239853,0.0,True,False,True,2,0.004598503757557758,-0.6484216535389205,1,0.0,59.39823529411764,0.0,Adult
415,1,"Sundman, Mr. Johan Julian",44.0,0,0,STON/O 2. 3101269,7.925,True,False,True,1,1.1206848115979982,-0.4888542575852486,1,7.925,132.0,2.188856327665703,Middle
416,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",29.69911764705882,0,0,343095,8.05,False,False,True,1,0.004598503757557758,-0.4863374216869257,1,8.05,89.09735294117647,2.2027647577118348,Adult
417,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34.0,1,1,28220,32.5,False,False,True,2,0.34025303102964644,0.005955680025033696,3,10.833333333333334,68.0,3.5115454388310208,Adult
418,1,"Silven, Miss. Lyyli Karoliina",18.0,0,2,250652,13.0,False,False,True,2,-0.9084378178797161,-0.3866707201133388,3,4.333333333333333,36.0,2.6390573296152584,Teen
419,0,"Matthews, Mr. William John",30.0,0,0,28228,13.0,True,False,True,2,0.028080318802305784,-0.3866707201133388,1,13.0,60.0,2.6390573296152584,Adult
420,0,"Van Impe, Miss. Catharina",10.0,0,2,345773,24.15,False,False,True,1,-1.5327832423343974,-0.1621689579829361,3,8.049999999999999,30.0,3.224857896545748,Child
421,0,"Gheorgheff, Mr. Stanio",29.69911764705882,0,0,349254,7.8958,True,False,False,1,0.004598503757557758,-0.4894421904510968,1,7.8958,89.09735294117647,2.1855792552411137,Adult
422,0,"Charters, Mr. David",21.0,0,0,A/5. 13032,7.7333,True,True,False,1,-0.6743082837092107,-0.49271407711891657,1,7.7333,63.0,2.167143305297764,Adult
423,0,"Zimmerman, Mr. Leo",29.0,0,0,315082,7.875,True,False,True,1,-0.049962859254529375,-0.4898609919445778,1,7.875,87.0,2.1832383353614797,Adult
424,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0,1,1,347080,14.4,False,False,True,1,-0.12800603731136453,-0.35848215805212236,3,4.8,84.0,2.7343675094195836,Adult
425,0,"Rosblom, Mr. Viktor Richard",18.0,1,1,370129,20.2125,True,False,True,1,-0.9084378178797161,-0.2414492887801075,3,6.7375,54.0,3.0545906305603445,Teen
426,0,"Wiseman, Mr. Phillippe",29.69911764705882,0,0,A/4. 34244,7.25,True,False,True,1,0.004598503757557758,-0.5024451714361923,1,7.25,89.09735294117647,2.1102132003465894,Adult
427,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,1,0,2003,26.0,False,False,True,2,-0.12800603731136453,-0.12491978668775715,2,13.0,56.0,3.295836866004329,Adult
428,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19.0,0,0,250655,26.0,False,False,True,2,-0.830394639822881,-0.12491978668775715,1,26.0,38.0,3.295836866004329,Adult
429,0,"Flynn, Mr. James",29.69911764705882,0,0,364851,7.75,True,True,False,1,0.004598503757557758,-0.49237782784290063,1,7.75,89.09735294117647,2.169053700369523,Adult
430,1,"Pickard, Mr. Berk (Berk Trembisky)",32.0,0,0,SOTON/O.Q. 392078,8.05,True,False,True,1,0.1841666749159761,-0.4863374216869257,1,8.05,96.0,2.2027647577118348,Adult
431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28.0,0,0,110564,26.55,True,False,True,3,-0.12800603731136453,-0.11384570873513637,1,26.55,28.0,3.3160025355989236,Adult
432,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",29.69911764705882,1,0,376564,16.1,False,False,True,1,0.004598503757557758,-0.32425318983493084,2,8.05,89.09735294117647,2.8390784635086144,Adult
433,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42.0,1,0,SC/AH 3085,26.0,False,False,True,2,0.9645984554843278,-0.12491978668775715,2,13.0,84.0,3.295836866004329,Middle
434,0,"Kallio, Mr. Nikolai Erland",17.0,0,0,STON/O 2. 3101274,7.125,True,False,True,1,-0.9864809959365514,-0.5049620073345151,1,7.125,51.0,2.094945728215801,Teen
435,0,"Silvey, Mr. William Baird",50.0,1,0,13507,55.9,True,False,True,3,1.588943879939009,0.4771073601910807,2,27.95,50.0,4.041295341132285,Middle
436,1,"Carter, Miss. Lucile Polk",14.0,1,2,113760,120.0,False,False,True,3,-1.220610530107057,1.7677408088510642,4,30.0,14.0,4.795790545596741,Teen
437,0,"Ford, Miss. Doolina Margaret ""Daisy""",21.0,2,2,W./C. 6608,34.375,False,False,True,1,-0.6743082837092107,0.04370821849987721,5,6.875,63.0,3.5660053559634015,Adult
438,1,"Richards, Mrs. Sidney (Emily Hocking)",24.0,2,3,29106,18.75,False,False,True,2,-0.44017874953870517,-0.2708962687904854,6,3.125,48.0,2.9831534913471307,Adult
439,0,"Fortune, Mr. Mark",64.0,1,4,19950,263.0,True,False,True,3,2.681548372734701,4.647001076532463,6,43.833333333333336,64.0,5.575949103146316,Senior
440,0,"Kvillner, Mr. Johan Henrik Johannesson",31.0,0,0,C.A. 18723,10.5,True,False,True,2,0.10612349685914095,-0.43700743807979686,1,10.5,62.0,2.4423470353692043,Adult
441,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45.0,1,1,F.C.C. 13529,26.25,False,False,True,2,1.1987279896548333,-0.11988611489111134,3,8.75,90.0,3.305053521109253,Middle
442,0,"Hampe, Mr. Leon",20.0,0,0,345769,9.5,True,False,True,1,-0.7523514617660458,-0.45714212526638004,1,9.5,60.0,2.3513752571634776,Adult
443,0,"Petterson, Mr. Johan Emil",25.0,1,0,347076,7.775,True,False,True,1,-0.36213557148187003,-0.4918744606632361,2,3.8875,75.0,2.1719067693519296,Adult
444,1,"Reynaldo, Ms. Encarnacion",28.0,0,0,230434,13.0,False,False,True,2,-0.12800603731136453,-0.3866707201133388,1,13.0,56.0,2.6390573296152584,Adult
445,1,"Johannesen-Bratthammer, Mr. Bernt",29.69911764705882,0,0,65306,8.1125,True,False,True,1,0.004598503757557758,-0.48507900373776425,1,8.1125,89.09735294117647,2.2096470973347766,Adult
446,1,"Dodge, Master. Washington",4.0,0,2,33638,81.8583,True,False,True,3,-2.0010423106754085,0.9997696105865636,3,27.2861,4.0,4.417131919904876,Child
447,1,"Mellinger, Miss. Madeleine Violet",13.0,0,1,250644,19.5,False,False,True,2,-1.298653708163892,-0.255795253400548,2,9.75,26.0,3.0204248861443626,Teen
448,1,"Seward, Mr. Frederic Kimber",34.0,0,0,113794,26.55,True,False,True,3,0.34025303102964644,-0.11384570873513637,1,26.55,34.0,3.3160025355989236,Adult
449,1,"Baclini, Miss. Marie Catherine",5.0,2,1,2666,19.2583,False,False,False,1,-1.9229991326185734,-0.26066180729354516,4,4.814575,15.0,3.0085645861193133,Child
450,1,"Peuchen, Major. Arthur Godfrey",52.0,0,0,113786,30.5,True,False,True,3,1.7450302360526793,-0.034313694348132716,1,30.5,52.0,3.449987545831587,Middle
451,0,"West, Mr. Edwy Arthur",36.0,1,2,C.A. 34651,27.75,True,False,True,2,0.49633938714331677,-0.08968408411123653,4,6.9375,72.0,3.3586377672433594,Adult
452,0,"Hagland, Mr. Ingvald Olai Olsen",29.69911764705882,1,0,65303,19.9667,True,False,True,1,0.004598503757557758,-0.2463983948905696,2,9.98335,89.09735294117647,3.0429354648621407,Adult
